slug,title,wd_label,confidence,qid,burial,lat,lon,order,patronage_wd,image_url,commons,feast_raw,birth_raw,death_raw,source_url,image_license,image_credit
st-raphael,St. Raphael,Raphael,"AMBIGUOUS 9: Q5597,Q561205,Q888854,Q7293936",Q5597,Pantheon,41.898611111,12.476944444,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20Sanzio.jpg,Raffaello Sanzio,,1483-04-15T00:00:00Z,1520-04-17T00:00:00Z,https://www.wikidata.org/wiki/Q5597,public domain,
st-rita-of-cascia,St. Rita of Cascia,Q153024,label,Q153024,Saint Rita Basilica,42.71892,13.01264,Augustinian nuns,abuse; illness; incorrigibility; mother; wound,http://commons.wikimedia.org/wiki/Special:FilePath/S.Rita%20da%20Cascia.jpg,Rita of Cascia,May 22,1381-01-01T00:00:00Z,1457-05-31T00:00:00Z,https://www.wikidata.org/wiki/Q153024,public domain,
st-romuald,St. Romuald,Romuald,label,Q379691,,,,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20032.jpg,Saint Romuald,June 19,0951-01-01T00:00:00Z,1027-06-19T00:00:00Z,https://www.wikidata.org/wiki/Q379691,public domain,
st-rose-of-lima,St. Rose of Lima,Rose of Lima,label,Q244383,Basilica and Convent of Santo Domingo,-12.044086111,-77.031927777,Third Order of Saint Dominic,,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Rosa%20de%20Lima%20Ebrafol.jpg,Saint Rose of Lima,August 30,1586-04-20T00:00:00Z,1617-08-24T00:00:00Z,https://www.wikidata.org/wiki/Q244383,needs review: CC BY-SA 2.5,"Cicero Moraes — Wikimedia Commons, CC BY-SA 2.5"
st-rose-philippine-duchesne,St. Rose Philippine Duchesne,Rose Philippine Duchesne,label,Q268064,Missouri,38.5,-92.5,Society of the Sacred Heart,,http://commons.wikimedia.org/wiki/Special:FilePath/DuchesneRSCJ.jpg,Rose Philippine Duchesne,November 18,1769-08-29T00:00:00Z,1852-11-18T00:00:00Z,https://www.wikidata.org/wiki/Q268064,public domain,
st-scholastica,St. Scholastica,Scholastica,label,Q231300,,,,Nuns of the order of Saint Benedict,Le Mans; book; convulsion; education; school; test,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Mantegna%20019.jpg,Saint Scholastica,February 10,0480-01-01T00:00:00Z,0547-02-12T00:00:00Z,https://www.wikidata.org/wiki/Q231300,public domain,
st-sebastian,St. Sebastian,Simon Rex,"AMBIGUOUS 19: Q175305,Q706913,Q2263257,Q6122806",Q175305,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20Rex%20during%20an%20interview%2C%20March%202022.jpg,Simon Rex,,1974-07-20T00:00:00Z,,https://www.wikidata.org/wiki/Q175305,needs review: CC BY 3.0,"Lyn Fairly Media — Wikimedia Commons, CC BY 3.0"
st-sixtus-ii,St. Sixtus II,Sixtus II,label,Q127385,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20%E2%80%93%20Sixtus%20II.jpg,Sixtus II,August 6,0215-01-01T00:00:00Z,0258-08-06T00:00:00Z,https://www.wikidata.org/wiki/Q127385,public domain,
sts-martha,Sts. Martha,Martha,label,Q232453,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mnma%2C%20St%20Martha%20penitents.JPG,Saint Martha,July 29,0100-01-01T00:00:00Z,0100-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q232453,public domain,
st-stanislas,St. Stanislas,Stanislas,label-nostatus,Q2435764,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Stanislas%20au%20t%C3%A9l%C3%A9vie%202013.jpg,,,1972-05-29T00:00:00Z,,https://www.wikidata.org/wiki/Q2435764,needs review: CC BY-SA 4.0,"Michaël Bemelmans — Wikimedia Commons, CC BY-SA 4.0"
st-stephen,St. Stephen,Stefan the First-Crowned,"AMBIGUOUS 3: Q24445,Q134666,Q233889",Q24445,Studenica monastery,43.486722222,20.531638888,,,http://commons.wikimedia.org/wiki/Special:FilePath/Stefan%20the%20First-Crowned%2C%20fresco%20from%20Mile%C5%A1eva.jpg,Stefan the First-Crowned,,1166-01-01T00:00:00Z,1228-10-01T00:00:00Z,https://www.wikidata.org/wiki/Q24445,public domain,
st-sylvester,St. Sylvester,Sylvester,"AMBIGUOUS 10: Q500683,Q7660757,Q12338156,Q98687671",Q500683,Inglewood Park Cemetery,33.9675,-118.339,,,,,,1947-09-06T00:00:00Z,1988-12-16T00:00:00Z,https://www.wikidata.org/wiki/Q500683,,
st-teresa-of-avila,St. Teresa of Ávila,Teresa of Ávila,label,Q174880,sepulcher of Saint Teresa of Avila,,,Carmelite nuns,Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Teresa%20de%20Jes%C3%BAs%20%28Museo%20del%20Prado%29.jpg,Saint Teresa of Ávila,October 15,1515-04-07T00:00:00Z,1582-10-15T00:00:00Z,https://www.wikidata.org/wiki/Q174880,public domain,
st-therese-of-lisieux-little-flower-of-jesus,St. Thérèse of Lisieux (Little Flower of Jesus),Thérèse of Lisieux,label,Q181715,Lisieux,49.145555555,0.225555555,Order of Discalced Nuns of the Blessed Virgin Mary of Mount Carmel,,http://commons.wikimedia.org/wiki/Special:FilePath/Teresa-de-Lisieux.jpg,Thérèse de Lisieux,October 3,1873-01-02T00:00:00Z,1897-09-30T00:00:00Z,https://www.wikidata.org/wiki/Q181715,public domain,
st-thomas,St. Thomas,Wayne R. Thomas,"AMBIGUOUS 69: Q93385107,Q97066902,Q109795865,Q112077692",Q93385107,,,,,,,,,,,https://www.wikidata.org/wiki/Q93385107,,
st-thomas-aquinas,St. Thomas Aquinas,Thomas Aquinas,label,Q9438,Church of the Jacobins,43.603522,1.440413,Dominican Order,Aquino; Belcastro; apologist; chastity; learning; student; theologian; theology teacher; university teacher,http://commons.wikimedia.org/wiki/Special:FilePath/St-thomas-aquinasFXD.jpg,Thomas Aquinas,March 7,1225-01-01T00:00:00Z,1274-03-14T00:00:00Z,https://www.wikidata.org/wiki/Q9438,public domain,
st-thomas-more,St. Thomas More,Thomas More,label,Q42544,"Church of St Peter ad Vincula, Tower Hamlets",51.5086,-0.0769444,Third Order of Saint Francis,politics,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Holbein%2C%20the%20Younger%20-%20Sir%20Thomas%20More%20-%20Google%20Art%20Project.jpg,Thomas More,July 6,1478-02-16T00:00:00Z,1535-07-16T00:00:00Z,https://www.wikidata.org/wiki/Q42544,public domain,
st-thomas-of-canterbury-becket,St. Thomas of Canterbury (Becket),Thomas Becket,label,Q192236,Canterbury Cathedral,51.279811,1.083001,,,http://commons.wikimedia.org/wiki/Special:FilePath/BecketHenryII%20%28Thomas%20Becket%29.jpg,Thomas Becket,December 29,1119-12-28T00:00:00Z,1171-01-05T00:00:00Z,https://www.wikidata.org/wiki/Q192236,public domain,
st-timothy,St. Timothy,Timothy,"AMBIGUOUS 2: Q212647,Q2069501",Q212647,Church of the Holy Apostles,41.019722222,28.949722222,,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Timothy.jpg,Saint Timothy,January 22,0017-01-01T00:00:00Z,0097-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q212647,public domain,
st-titus,St. Titus,Titus,"AMBIGUOUS 2: Q3991848,Q320136",Q3991848,,,,,,,,August 16,,,https://www.wikidata.org/wiki/Q3991848,,
st-vincent,St. Vincent,Vincent,"AMBIGUOUS 29: Q2992346,Q3559446,Q7931641,Q12749849",Q2992346,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20actor.jpg,,,1936-11-15T00:00:00Z,1991-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q2992346,needs review: CC BY 4.0,"Sivaragam — Wikimedia Commons, CC BY 4.0"
st-vincent-de-paul,St. Vincent de Paul,Vincent de Paul,label,Q244413,,,,Congregation of the Mission; Daughters of Charity of Saint Vincent de Paul,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Vincent%20de%20Paul.jpg,Saint Vincent de Paul,September 27,1581-05-04T00:00:00Z,1660-09-27T00:00:00Z,https://www.wikidata.org/wiki/Q244413,needs review: CC BY-SA 3.0,"Oxxo (photo) — Wikimedia Commons, CC BY-SA 3.0"
st-vincent-ferrer,St. Vincent Ferrer,Vincent Ferrer,label,Q317131,,,,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Vincenzo%20Ferrer%20polyptych%20by%20Giovanni%20Bellini.jpg,Saint Vincent Ferrer,April 5,1350-01-31T00:00:00Z,1419-04-14T00:00:00Z,https://www.wikidata.org/wiki/Q317131,public domain,
blessed-marie-rose-durocher,Blessed Marie Rose Durocher,Marie Rose Durocher,label,Q2318492,Quebec,52.0,-72.0,Sisters of the Holy Names of Jesus and Mary,,http://commons.wikimedia.org/wiki/Special:FilePath/Eulalie%20Durocher%20%28painting%29.jpg,Marie-Rose Durocher,October 6,1811-10-06T00:00:00Z,1849-10-06T00:00:00Z,https://www.wikidata.org/wiki/Q2318492,public domain,
st-agnes-of-bohemia,St. Agnes of Bohemia,Agnes of Bohemia,"AMBIGUOUS 2: Q394727,Q2656351",Q394727,convent of St Agnes of Bohemia,50.092494444,14.424861111,Poor Clares,,http://commons.wikimedia.org/wiki/Special:FilePath/AnezkaPremyslovna.jpg,Agnes of Bohemia,March 2,1211-01-27T00:00:00Z,1282-03-09T00:00:00Z,https://www.wikidata.org/wiki/Q394727,public domain,
st-agostino-roscelli,St. Agostino Roscelli,Agostino Roscelli,label,Q395708,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bargone-dipinto%20Agostino%20Roscelli.jpg,Agostino Roscelli,May 7,1818-07-27T00:00:00Z,1902-05-07T00:00:00Z,https://www.wikidata.org/wiki/Q395708,needs review: CC BY-SA 3.0,"Davide Papalini — Wikimedia Commons, CC BY-SA 3.0"
st-albert-chmielowski,St. Albert Chmielowski,Albert Chmielowski,label,Q924770,Rakowicki Cemetery,50.075555555,19.953888888,Third Order of Saint Francis,,http://commons.wikimedia.org/wiki/Special:FilePath/Brat%20Albert.png,Albert Chmielowski,December 25,1846-08-20T00:00:00Z,1916-12-25T00:00:00Z,https://www.wikidata.org/wiki/Q924770,public domain,
st-alberto-hurtado,St. Alberto Hurtado,Alberto Hurtado,label,Q554150,Santiago,-33.4375,-70.65,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Padre%20Hurtado%20junto%20a%20j%C3%B3venes%20cat%C3%B3licos%20%28cropped%29.jpg,Alberto Hurtado,August 18,1901-01-22T00:00:00Z,1952-08-18T00:00:00Z,https://www.wikidata.org/wiki/Q554150,needs review: CC BY-SA 3.0 cl,"Biblioteca del Congreso Nacional - Chile — Wikimedia Commons, CC BY-SA 3.0 cl"
st-alexander-sauli,St. Alexander Sauli,Alexander Sauli,label,Q1341237,,,,Barnabites,,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Sauli2.jpg,Alexander Sauli,October 11,1534-02-25T00:00:00Z,1592-10-11T00:00:00Z,https://www.wikidata.org/wiki/Q1341237,needs review: CC BY-SA 3.0,"Joachim Schäfer  ( — Wikimedia Commons, CC BY-SA 3.0"
st-alfonso-maria-fusco,St. Alfonso Maria Fusco,Alfonso Maria Fusco,label,Q1440029,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/AlfonsoMariaFusco.jpg,Alfonso Maria Fusco,February 6,1839-03-23T00:00:00Z,1910-02-06T00:00:00Z,https://www.wikidata.org/wiki/Q1440029,needs review: CC BY-SA 4.0,"Rodolfo Sanchez Ochoa — Wikimedia Commons, CC BY-SA 4.0"
st-alfonso-rodriguez-olmedo,St. Alfonso Rodríguez Olmedo,Alfonso Rodríguez Olmedo,label,Q2597582,,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Santuario%20de%20loyola.%20Detalle%20interior%205.JPG,,November 16,1599-03-10T00:00:00Z,1628-11-15T00:00:00Z,https://www.wikidata.org/wiki/Q2597582,needs review: CC BY-SA 3.0,"Txo — Wikimedia Commons, CC BY-SA 3.0"
st-alonso-de-orozco,St. Alonso de Orozco,Alonso de Orozco,label,Q2056008,,,,Augustinians,,http://commons.wikimedia.org/wiki/Special:FilePath/Alonso%20de%20Orozco.jpg,Saint Alonso de Orozco,September 19,1500-10-17T00:00:00Z,1591-09-19T00:00:00Z,https://www.wikidata.org/wiki/Q2056008,public domain,
st-alphonsa-of-the-immaculate-conception,St. Alphonsa of the Immaculate Conception,Saint Alphonsa,label,Q464895,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Alphonsa%201996%20stamp%20of%20India%20%28cropped%29.jpg,Saint Alphonsa,July 28,1910-08-19T00:00:00Z,1946-07-28T00:00:00Z,https://www.wikidata.org/wiki/Q464895,needs review: GODL-India,"India Post, Government of India — Wikimedia Commons, GODL-India"
st-amato-ronconi,St. Amato Ronconi,Amato Ronconi,label,Q17279025,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Sant%27Amato%20Ronconi.jpg,Amato Ronconi,May 8,1226-01-01T00:00:00Z,1292-05-08T00:00:00Z,https://www.wikidata.org/wiki/Q17279025,public domain,
st-andrew-bobola,St. Andrew Bobola,Andrzej Bobola,label,Q129674,Saint Andrew Bobola Sanctuary in Warsaw,52.2057,21.001,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Bobola.jpg,Andrzej Bobola,May 16,1591-11-30T00:00:00Z,1657-05-16T00:00:00Z,https://www.wikidata.org/wiki/Q129674,public domain,
st-angela-of-foligno,St. Angela of Foligno,Angela of Foligno,label,Q240297,Umbria,42.983333333,12.566666666,Third Order of Saint Francis,,http://commons.wikimedia.org/wiki/Special:FilePath/Angela%20of%20Foligno%201.jpg,Angela of Foligno,January 4,1248-01-01T00:00:00Z,1309-01-20T00:00:00Z,https://www.wikidata.org/wiki/Q240297,public domain,
st-angela-of-the-cross,St. Angela of the Cross,Angela of the Cross,label,Q252055,,,,Sisters of the Cross,,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20%C3%81ngela%20de%20la%20Cruz%20-%20Bas%C3%ADlica%20de%20La%20Macarena%20-%20Seville.jpg,Angela of the Cross,March 2,1846-01-30T00:00:00Z,1932-03-02T00:00:00Z,https://www.wikidata.org/wiki/Q252055,needs review: CC BY-SA 3.0,"José Luiz — Wikimedia Commons, CC BY-SA 3.0"
st-anna-schaffer,St. Anna Schäffer,Anna Schäffer,label,Q67028,Mindelstetten,48.85,11.65,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Anna%20Sch%C3%A4ffer.jpg,Anna Schäffer,October 5,1882-02-18T00:00:00Z,1925-10-05T00:00:00Z,https://www.wikidata.org/wiki/Q67028,public domain,
st-anne-marie-rivier,St. Anne-Marie Rivier,Anne-Marie Rivier,label,Q2012602,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vitrail%20Marie%20Rivier.jpg,Marie Rivier,February 3,1768-12-19T00:00:00Z,1838-02-03T00:00:00Z,https://www.wikidata.org/wiki/Q2012602,public domain,
st-antonio-maria-gianelli,St. Antonio Maria Gianelli,Antonio Maria Gianelli,label,Q521405,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Carro-santuario%20di%20Cerreta-statua%20Antonio%20Maria%20Gianelli%20%28cropped%29.jpg,Antonio Maria Gianelli,June 7,1789-04-12T00:00:00Z,1846-06-07T00:00:00Z,https://www.wikidata.org/wiki/Q521405,needs review: CC BY-SA 3.0,"Davide Papalini — Wikimedia Commons, CC BY-SA 3.0"
st-antonio-maria-pucci,St. Antonio Maria Pucci,Antonio Maria Pucci,label,Q603294,,,,Servite Order,,http://commons.wikimedia.org/wiki/Special:FilePath/Sant%27Antonio%20Maria%20Pucci%20icona.jpg,Antonio Maria Pucci,January 12,1819-04-16T00:00:00Z,1892-01-12T00:00:00Z,https://www.wikidata.org/wiki/Q603294,needs review: CC BY-SA 4.0,"MICHI abba — Wikimedia Commons, CC BY-SA 4.0"
st-arcangelo-tadini,St. Arcangelo Tadini,Arcangelo Tadini,label,Q631642,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Beatificazione%20Arcangelo%20Tadini%20%28cropped%29.jpg,Arcangelo Tadini,May 20,1846-12-12T00:00:00Z,1912-05-20T00:00:00Z,https://www.wikidata.org/wiki/Q631642,needs review: CC BY-SA 4.0,"Mondarte — Wikimedia Commons, CC BY-SA 4.0"
st-arnold-janssen,St. Arnold Janssen,Arnold Janssen,label,Q77406,,,,Divine Word Missionaries,,http://commons.wikimedia.org/wiki/Special:FilePath/Arnold%20Janssen.jpg,Arnold Janssen,January 15,1837-11-05T00:00:00Z,1909-01-15T00:00:00Z,https://www.wikidata.org/wiki/Q77406,public domain,
st-bartholomew-of-braga,St. Bartholomew of Braga,Bartholomew of Braga,label,Q2294614,Viana do Castelo,41.7,-8.833333333,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/Aveiro%20March%202012-22a.jpg,Bartholomew of Braga,July 16,1514-05-13T00:00:00Z,1590-07-16T00:00:00Z,https://www.wikidata.org/wiki/Q2294614,public domain,
st-bartolo-longo,St. Bartolo Longo,Bartolo Longo,label,Q809485,,,,Dominican Order; Equestrian Order of the Holy Sepulchre; Third Order of Saint Dominic,,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolo-Longo.jpg,Bartolo Longo,October 5,1841-02-10T00:00:00Z,1926-10-05T00:00:00Z,https://www.wikidata.org/wiki/Q809485,public domain,
st-bartolomea-capitanio,St. Bartolomea Capitanio,Bartolomea Capitanio,label,Q444050,,,,Secular Franciscan Order,Lovere; Sisters of Charity of Saints Bartolomea Capitanio and Vincenza Gerosa; teacher,http://commons.wikimedia.org/wiki/Special:FilePath/Bartholoma%20carpinato.jpg,Bartolomea Capitanio,July 26,1807-02-13T00:00:00Z,1833-07-26T00:00:00Z,https://www.wikidata.org/wiki/Q444050,public domain,
st-beatrice-of-silva,St. Beatrice of Silva,Beatrice of Silva,label,Q463534,Toledo Province,39.833333333,-4.0,Order of the Immaculate Conception,,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Beatriz%20da%20Silva.jpg,Beatriz da Silva,August 17,1424-01-01T00:00:00Z,1492-08-25T00:00:00Z,https://www.wikidata.org/wiki/Q463534,public domain,
st-bede-the-venerable,St. Bede the Venerable,Bede,label,Q154938,Durham Cathedral,54.77347539,-1.576214961,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Man%20writing%20Corpus%20Christi%20College%20Cambridge%20MS.%20389.jpg,Bede,May 25,0672-01-01T00:00:00Z,0735-05-29T00:00:00Z,https://www.wikidata.org/wiki/Q154938,public domain,
st-benedetta-cambiagio-frassinello,St. Benedetta Cambiagio Frassinello,Benedetta Cambiagio Frassinello,label,Q441046,,,,Ursulines,Benedictine Sisters of Providence; teacher,,,March 21,1791-10-02T00:00:00Z,1858-03-21T00:00:00Z,https://www.wikidata.org/wiki/Q441046,,
st-benedict-menni,St. Benedict Menni,Benito Menni,label,Q629205,,,,Brothers Hospitallers of St. John of God,,http://commons.wikimedia.org/wiki/Special:FilePath/Benedeto-menni.jpg,Benedict Menni,April 24,1841-03-11T00:00:00Z,1914-04-24T00:00:00Z,https://www.wikidata.org/wiki/Q629205,public domain,
st-benildus-romancon,St. Benildus Romançon,Benildus Romançon,label,Q1019464,Collégiale Saint-Médard de Saugues,44.9605,3.54739,Institute of the Brothers of the Christian Schools,,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A9nilde%20image.jpg,Benildus Romançon,August 13,1805-06-14T00:00:00Z,1862-08-13T00:00:00Z,https://www.wikidata.org/wiki/Q1019464,public domain,
st-bernadette-soubirous,St. Bernadette Soubirous,Bernadette Soubirous,label,Q55398,Nièvre,47.083333333,3.5,Sisters of Charity of Nevers,,http://commons.wikimedia.org/wiki/Special:FilePath/Bernadette%20Soubirous.jpg,Bernadette Soubirous,April 16,1844-01-07T00:00:00Z,1879-04-16T00:00:00Z,https://www.wikidata.org/wiki/Q55398,public domain,
st-bernard-of-corleone,St. Bernard of Corleone,Bernard of Corleone,label,Q733329,Palermo,38.115658055,13.361261944,Order of Friars Minor; Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Fortunat%20Bergant%20-%20Sv.%20Bernard%20Korleonski.jpg,Bernard of Corleone,January 12,1605-02-06T00:00:00Z,1667-01-12T00:00:00Z,https://www.wikidata.org/wiki/Q733329,public domain,
st-bernardino-realino,St. Bernardino Realino,Bernardino Realino,label,Q822928,,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20de%20jezu%C3%AFet%20Bernardin%20Realini%2C%20RP-P-1906-2102.jpg,Bernardino Realino,July 2,1530-12-11T00:00:00Z,1616-07-02T00:00:00Z,https://www.wikidata.org/wiki/Q822928,public domain,
st-bernardo-tolomei,St. Bernardo Tolomei,Bernardo Tolomei,label,Q731956,,,,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/TolomeiBernardo.jpg,Bernardo Tolomei,August 20,1272-05-17T00:00:00Z,1348-08-28T00:00:00Z,https://www.wikidata.org/wiki/Q731956,public domain,
st-berthold-of-garsten,St. Berthold of Garsten,Berthold of Garsten,label,Q85068,,,,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Melk75.jpg,Berthold of Garsten,July 27,1060-01-01T00:00:00Z,1142-07-27T00:00:00Z,https://www.wikidata.org/wiki/Q85068,needs review: CC BY 2.5,"Georges Jansoone — Wikimedia Commons, CC BY 2.5"
st-bonifacia-rodriguez-y-castro,St. Bonifacia Rodríguez y Castro,Beata Bonifacia Rodríguez de Castro,label,Q440142,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bonifaciarodriguez.jpg,Bonifacia Rodríguez Castro,August 8,1837-06-06T00:00:00Z,1905-08-08T00:00:00Z,https://www.wikidata.org/wiki/Q440142,public domain,
st-camilla-battista-da-varano,St. Camilla Battista da Varano,Camilla Battista da Varano,label,Q454976,Santa Chiara Monastery,43.139133,13.073023,Poor Clares,,http://commons.wikimedia.org/wiki/Special:FilePath/Stendardo%20Santa%20Camilla%20Battista%20da%20Varano.jpg,Camilla Battista da Varano,June 2,1458-04-18T00:00:00Z,1524-06-10T00:00:00Z,https://www.wikidata.org/wiki/Q454976,needs review: CC BY-SA 4.0,"Jerzy Kumala, iconografo ufficiale dell'O.F.M. — Wikimedia Commons, CC BY-SA 4.0"
st-candida-maria-of-jesus,St. Candida Maria of Jesus,Candida Maria of Jesus,label,Q289872,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/MadreCandida.jpg,Cándida María de Jesús,August 9,1845-05-31T00:00:00Z,1912-08-09T00:00:00Z,https://www.wikidata.org/wiki/Q289872,public domain,
st-carlo-acutis,St. Carlo Acutis,Carlo Acutis,label,Q2939142,Santa Maria Maggiore,43.06966,12.61447,,Internet; programmer; youth,http://commons.wikimedia.org/wiki/Special:FilePath/Covent%20Garden%2C%20Corpus%20Christi%20Catholic%20Church%2C%20Carlo%20Acutis%20memorial.jpg,Carlo Acutis,October 12,1991-05-03T00:00:00Z,2006-10-12T00:00:00Z,https://www.wikidata.org/wiki/Q2939142,needs review: CC BY-SA 4.0,"AndyScott — Wikimedia Commons, CC BY-SA 4.0"
st-carmen-salles-y-barangueras,St. Carmen Salles y Barangueras,María del Monte Carmelo Sallés y Barangueras,label,Q440129,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/SaintMar%C3%ADadelCarmenSall%C3%A9sBarangueras.jpg,Carme Sallés i Barangueras,July 25,1848-04-09T00:00:00Z,1911-07-25T00:00:00Z,https://www.wikidata.org/wiki/Q440129,public domain,
st-carolina-santocanale,St. Carolina Santocanale,Carolina Santocanale,label,Q22019346,,,,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20di%20Ges%C3%B9%20Santocanale.png,Carolina Santocanale,January 27,1852-10-02T00:00:00Z,1923-01-27T00:00:00Z,https://www.wikidata.org/wiki/Q22019346,public domain,
st-caterina-volpicelli,St. Caterina Volpicelli,Caterina Volpicelli,label,Q298254,,,,Franciscans,,,,December 28,1839-01-21T00:00:00Z,1894-12-28T00:00:00Z,https://www.wikidata.org/wiki/Q298254,,
st-catherine-laboure,St. Catherine Labouré,Catherine Labouré,label,Q242044,,,,Daughters of Charity of Saint Vincent de Paul,,http://commons.wikimedia.org/wiki/Special:FilePath/Bac.Catherine.Cercueil.jpg,Catherine Labouré,December 31,1806-05-02T00:00:00Z,1876-12-31T00:00:00Z,https://www.wikidata.org/wiki/Q242044,public domain,
st-catherine-thomas,St. Catherine Thomas,Catherine Thomas,"AMBIGUOUS 18: Q5052945,Q5052947,Q42769148,Q56184752",Q5052945,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Catherine%20Thomas.jpg,,,1963-01-01T00:00:00Z,,https://www.wikidata.org/wiki/Q5052945,needs review: Attribution,"National Assembly for Wales — Wikimedia Commons, Attribution"
st-cesar-de-bus,St. César de Bus,César de Bus,label,Q1150806,,,,priests of the Christian Doctrine,,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous%20-%20Portrait%20de%20C%C3%A9sar%20de%20Bus%20%281544-1607%29%2C%20fondateur%20de%20la%20congr%C3%A9gation%20des%20Fr%C3%A8res%20de%20la%20doctrine%20chr%C3%A9tienne%20-%20P2187%20-%20Mus%C3%A9e%20Carnavalet.jpg,César de Bus,April 15,1544-02-03T00:00:00Z,1607-04-15T00:00:00Z,https://www.wikidata.org/wiki/Q1150806,public domain,
st-charles-de-foucauld,St. Charles de Foucauld,Charles de Foucauld,label,Q51880,Tamanrasset,22.785,5.522777777,Order of Cistercians of the Strict Observance,,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20de%20Foucauld.jpg,Charles de Foucauld,December 1,1858-09-15T00:00:00Z,1916-12-01T00:00:00Z,https://www.wikidata.org/wiki/Q51880,public domain,
st-charles-of-mount-argus,St. Charles of Mount Argus,Charles of Mount Argus,label,Q1396004,"Church of St. Paul of the Cross, Harold's Cross",53.322086,-6.287545,Passionists,,http://commons.wikimedia.org/wiki/Special:FilePath/Houben.jpg,Karel Houben,January 5,1821-12-11T00:00:00Z,1893-01-05T00:00:00Z,https://www.wikidata.org/wiki/Q1396004,public domain,
st-charles-of-sezze,St. Charles of Sezze,Charles of Sezze,label,Q1733698,San Francesco a Ripa,41.885166,12.473147,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20Sicurezza%20saint%20Charles%20from%20Sezze.jpg,Charles of Sezze,January 6,1613-10-19T00:00:00Z,1670-01-06T00:00:00Z,https://www.wikidata.org/wiki/Q1733698,public domain,
st-claude-de-la-colombiere,St. Claude de la Colombière,Claude de la Colombière,label,Q1097290,,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/ClaudedelaColombiere.jpg,Claude La Colombière,February 15,1641-02-02T00:00:00Z,1682-02-15T00:00:00Z,https://www.wikidata.org/wiki/Q1097290,public domain,
st-claudine-thevenet,St. Claudine Thévenet,Claudine Thévenet,label,Q459394,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Claudine%20Thevenet.jpg,Claudine Thévenet,February 3,1775-03-30T00:00:00Z,1837-02-03T00:00:00Z,https://www.wikidata.org/wiki/Q459394,needs review: CC BY-SA 3.0,"Robinsonraju — Wikimedia Commons, CC BY-SA 3.0"
